Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
167448,Meevee,Influencer,Men 18-24,60 days,Facebook,0.05,Real,5.05,Carazinho,Northern Sotho,615,8018,3,Fashionistas,1/4/2021
155664,Quamba,Email,Men 18-24,60 days,Google Ads,0.06,Yuan Renminbi,7.32,Bacun,Burmese,464,6350,5,Health & Wellness,1/7/2021
160466,Chatterbridge,Influencer,All Ages,45 days,Email,0.07,Ruble,6.45,Staraya Derevnya,Persian,773,8655,3,Outdoor Adventurers,1/15/2021
133489,Topicstorm,Display,Women 35-44,15 days,Instagram,0.11,Peso,7.42,Taganak,Khmer,705,8139,7,Health & Wellness,1/24/2021
92442,Gabspot,Display,Women 35-44,60 days,Instagram,0.11,Peso,6.3,Port Area,Norwegian,584,7445,5,Health & Wellness,1/21/2021
136562,Realpoint,Email,All Ages,15 days,Facebook,0.03,Euro,5.85,Kokkári,Malay,951,6137,8,Tech Enthusiasts,1/2/2021
177960,Skinte,Email,Men 18-24,15 days,Facebook,0.11,Ruble,3.78,Lesnoye,Spanish,759,8605,3,Fashionistas,1/11/2021
185262,Wordify,Display,Women 35-44,15 days,Instagram,0.05,Real,4.49,Aguaí,Marathi,562,6224,9,Health & Wellness,1/25/2021
162266,Topicstorm,Influencer,All Ages,45 days,Facebook,0.05,Ruble,4.18,Storozhevaya,English,958,3866,10,Outdoor Adventurers,1/4/2021
70102,Wikivu,Influencer,Men 18-24,60 days,Instagram,0.09,Real,4.45,Salinópolis,Mongolian,817,1994,10,Tech Enthusiasts,1/12/2021
168508,Topicblab,Influencer,All Ages,60 days,Facebook,0.11,Euro,5.2,Vale Mourão,Thai,702,5733,4,Health & Wellness,1/14/2021
167863,Dablist,Email,Men 25-34,60 days,Email,0.13,Dollar,4.42,Skatepark,Bislama,700,6474,10,Outdoor Adventurers,1/20/2021
140772,Feedmix,Display,Men 18-24,30 days,Google Ads,0.04,Yen,3.84,Yanagawamachi-saiwaichō,Hebrew,947,8054,7,Tech Enthusiasts,1/3/2021
181382,Dynabox,Email,Men 18-24,45 days,Google Ads,0.06,Peso,6.56,Salamanca,Spanish,811,1781,6,Outdoor Adventurers,1/20/2021
161010,Kanoodle,Display,Women 25-34,60 days,Email,0.11,Peso,3.93,Bayuin,Moldovan,930,2052,10,Tech Enthusiasts,1/9/2021
144424,Vimbo,Display,Women 25-34,30 days,Youtube,0.08,Yuan Renminbi,7.54,Yanwan,Danish,942,2009,8,Health & Wellness,1/3/2021
106497,Leexo,Influencer,All Ages,30 days,Facebook,0.05,Rupiah,4.77,Rancakuya,Hiri Motu,670,1937,7,Outdoor Adventurers,1/28/2021
174157,Devcast,Email,All Ages,60 days,Youtube,0.11,Hryvnia,3.01,Zarya,Fijian,660,2881,7,Foodies,1/29/2021
168810,Wikido,Email,Men 18-24,60 days,Website,0.09,Zloty,6.31,Wleń,Quechua,454,6226,9,Health & Wellness,1/20/2021
158585,Bubbletube,Email,All Ages,60 days,Google Ads,0.12,Dollar,4.57,Kindersley,Swedish,868,1741,9,Outdoor Adventurers,1/30/2021
182920,Roomm,Influencer,Women 25-34,30 days,Google Ads,0.09,Zloty,6.1,Wielgie,Tswana,943,4516,6,Fashionistas,1/7/2021
184922,Dazzlesphere,Display,All Ages,30 days,Email,0.04,Real,6.85,Araucária,Italian,946,8555,9,Fashionistas,1/22/2021
90722,Flashpoint,Search,Men 18-24,45 days,Facebook,0.13,Baht,4.48,Chanuman,Oriya,477,3628,6,Foodies,1/16/2021
122766,Camido,Email,Men 25-34,45 days,Google Ads,0.03,Yuan Renminbi,3.27,Henglu,Romanian,524,5957,7,Health & Wellness,1/28/2021
151717,Skaboo,Display,Women 25-34,45 days,Instagram,0.08,Peso,5.47,Irasan,Tajik,697,2509,5,Fashionistas,1/29/2021
155802,Katz,Email,All Ages,45 days,Google Ads,0.04,Yuan Renminbi,5.06,Henggang,Amharic,503,3663,5,Outdoor Adventurers,1/6/2021
139973,Skinix,Influencer,All Ages,60 days,Website,0.11,Rupiah,5.04,Pembuanghulu,Indonesian,666,8939,9,Tech Enthusiasts,1/19/2021
176677,Meevee,Influencer,Women 35-44,30 days,Instagram,0.05,Zloty,6.62,Siedliska,Tajik,526,6453,4,Outdoor Adventurers,1/17/2021
129756,Topiczoom,Influencer,All Ages,45 days,Website,0.1,Ngultrum,2.97,Mongar,Sotho,779,3098,7,Health & Wellness,1/20/2021
70427,Skidoo,Influencer,Men 18-24,60 days,Facebook,0.02,Dollar,4.4,Napier,Burmese,789,2720,10,Tech Enthusiasts,1/10/2021
70500,Feedfish,Email,Women 35-44,45 days,Youtube,0.06,Ruble,5.4,Nyandoma,Italian,746,1866,7,Health & Wellness,1/25/2021
140278,Realfire,Display,Women 25-34,15 days,Facebook,0.11,Peso,3.76,Los Andes,Bulgarian,418,5771,8,Tech Enthusiasts,1/19/2021
119953,Gabvine,Display,Women 25-34,15 days,Instagram,0.13,Peso,2.7,Cavinti,Malayalam,382,8441,3,Health & Wellness,1/30/2021
156548,Zoombeat,Influencer,Women 35-44,30 days,Google Ads,0.12,Zloty,4.63,Świnice Warckie,Northern Sotho,670,2606,3,Fashionistas,1/23/2021
115402,Avaveo,Email,All Ages,45 days,Youtube,0.09,Peso,3.15,San Andres,Spanish,882,5984,3,Fashionistas,1/22/2021
136981,Topicshots,Search,All Ages,45 days,Instagram,0.13,Pound,5.48,Būr Safājah,Yiddish,500,5603,8,Outdoor Adventurers,1/30/2021
156648,Jaxworks,Display,All Ages,30 days,Facebook,0.09,Peso,5.44,Mainit,Bosnian,435,4381,6,Tech Enthusiasts,1/11/2021
74549,Flashpoint,Email,Women 25-34,45 days,Google Ads,0.13,Euro,2.73,Kopstal,Tswana,466,6990,6,Tech Enthusiasts,1/8/2021
159792,Tazz,Influencer,Women 35-44,15 days,Website,0.12,Rupiah,7.07,Hegarmulya,Bosnian,542,6695,6,Fashionistas,1/13/2021
109781,Topiclounge,Influencer,Men 18-24,15 days,Email,0.08,Yuan Renminbi,5.52,Sankui,Kannada,594,4772,9,Tech Enthusiasts,1/30/2021
157557,Yakijo,Display,Men 25-34,15 days,Facebook,0.04,Peso,6.99,San Vicente,Indonesian,510,5516,10,Fashionistas,1/2/2021
85601,Latz,Display,Men 18-24,45 days,Website,0.03,Krone,2.77,Bergen,Bulgarian,387,6412,3,Foodies,1/27/2021
136325,Fivechat,Search,Men 18-24,45 days,Instagram,0.09,Euro,6.58,Lyon,Kannada,755,5928,5,Fashionistas,1/4/2021
80896,Jabberstorm,Display,Men 18-24,15 days,Email,0.12,Dollar,4.69,Fort Wayne,Māori,390,1857,8,Fashionistas,1/14/2021
75206,Skyndu,Search,Women 35-44,30 days,Google Ads,0.13,Franc,4.06,Comé,New Zealand Sign Language,965,7472,10,Outdoor Adventurers,1/25/2021
153526,Realbridge,Display,Women 25-34,60 days,Instagram,0.08,Zloty,5.63,Skarbimierz Osiedle,Aymara,878,3002,7,Outdoor Adventurers,1/27/2021
132135,Jaxworks,Email,Women 35-44,30 days,Google Ads,0.05,Euro,4.85,Padre Nabeto,Georgian,929,5595,4,Health & Wellness,1/11/2021
127043,Thoughtblab,Influencer,Men 18-24,15 days,Website,0.02,Yuan Renminbi,6.08,Sanchang,Tamil,752,8772,5,Health & Wellness,1/15/2021
142250,Mymm,Influencer,Women 35-44,60 days,Google Ads,0.07,Ruble,5.12,Saraktash,Thai,718,8516,7,Fashionistas,1/18/2021
144389,Jayo,Search,Women 35-44,30 days,Website,0.09,Peso,6.03,Tinambac,Hungarian,951,5297,5,Foodies,1/21/2021
153310,Photolist,Influencer,Men 25-34,45 days,Instagram,0.04,Euro,2.59,Angoulême,French,523,5691,9,Outdoor Adventurers,1/28/2021
183873,Quinu,Email,Men 25-34,60 days,Google Ads,0.11,Euro,4.2,Serra de Água,Somali,744,2649,3,Tech Enthusiasts,1/9/2021
174377,Minyx,Influencer,Women 35-44,15 days,Youtube,0.09,Real,3.11,Amargosa,Irish Gaelic,581,5585,4,Foodies,1/11/2021
141194,Wikido,Search,Women 25-34,15 days,Google Ads,0.06,Yuan Renminbi,3.74,Henglin,Kashmiri,750,2318,9,Outdoor Adventurers,1/5/2021
72523,Midel,Search,All Ages,30 days,Youtube,0.03,Yuan Renminbi,6.59,Rinang,Fijian,864,6406,5,Health & Wellness,1/9/2021
115479,Midel,Display,Men 18-24,30 days,Instagram,0.02,Peso,2.57,Juan Adrián,Czech,637,3635,8,Foodies,1/2/2021
128216,Brainsphere,Influencer,Men 18-24,60 days,Facebook,0.13,Kwacha,3.03,Namwala,Thai,872,5763,7,Foodies,1/20/2021
94939,Quamba,Email,All Ages,15 days,Instagram,0.09,Yuan Renminbi,2.57,Hou’an,Filipino,503,2438,9,Health & Wellness,1/29/2021
80460,Skimia,Influencer,Men 25-34,30 days,Email,0.05,Euro,5.87,Antas,Bosnian,476,2735,3,Outdoor Adventurers,1/5/2021
135180,Browsecat,Search,All Ages,60 days,Facebook,0.06,Euro,6.88,Digne-les-Bains,Tswana,826,4678,3,Health & Wellness,1/3/2021
75250,Skipstorm,Display,Men 25-34,45 days,Youtube,0.04,Baht,2.8,Wang Nam Khiao,Assamese,567,2770,5,Health & Wellness,1/11/2021
151310,Katz,Email,Men 25-34,15 days,Website,0.04,Dollar,3.14,Lakeland,Albanian,621,1903,7,Foodies,1/24/2021
131246,Demizz,Influencer,Men 25-34,60 days,Email,0.1,Yuan Renminbi,5.2,Zhuangke,Lao,382,6390,8,Fashionistas,1/26/2021
116372,Dynava,Display,Women 25-34,45 days,Email,0.1,Rupiah,2.67,Singasari,New Zealand Sign Language,886,7747,6,Outdoor Adventurers,1/2/2021
101039,Eabox,Display,Men 25-34,45 days,Email,0.1,Franc,5.49,Muramvya,Bislama,758,7991,10,Tech Enthusiasts,1/26/2021
73613,Ainyx,Influencer,Men 25-34,60 days,Instagram,0.03,Euro,5.52,Covão,Quechua,685,7840,8,Fashionistas,1/22/2021
70558,Tagpad,Display,Men 18-24,30 days,Facebook,0.1,Euro,3.73,Zasip,Telugu,411,4856,5,Health & Wellness,1/3/2021
159988,Dynabox,Email,Women 35-44,30 days,Instagram,0.12,Dong,3.16,Thị Trấn Hà Trung,Georgian,611,8257,4,Health & Wellness,1/12/2021
110698,Quatz,Email,Men 25-34,15 days,Google Ads,0.04,Yuan Renminbi,7.18,Nianyushan,Japanese,386,2799,3,Tech Enthusiasts,1/13/2021
77661,Lajo,Influencer,Men 25-34,45 days,Email,0.11,Naira,5.39,Saki,Latvian,700,3212,5,Outdoor Adventurers,1/25/2021
177262,Kwimbee,Email,Men 18-24,30 days,Website,0.08,Afghani,7.17,Qarqīn,Dari,534,7678,5,Outdoor Adventurers,1/27/2021
178847,Devpoint,Influencer,All Ages,15 days,Youtube,0.06,Euro,3.3,Isniq,Papiamento,555,8768,4,Tech Enthusiasts,1/4/2021
101099,Quatz,Search,Men 18-24,45 days,Youtube,0.04,Euro,5.26,Köln,Romanian,638,2799,5,Tech Enthusiasts,1/20/2021
172099,InnoZ,Email,All Ages,45 days,Youtube,0.1,Bolivar,4.69,Queniquea,Malagasy,892,7511,7,Outdoor Adventurers,1/22/2021
166932,Tazzy,Search,Women 25-34,45 days,Google Ads,0.08,Euro,6.42,Loutrá,Malagasy,657,7318,6,Health & Wellness,1/1/2021
177276,Thoughtbeat,Influencer,Men 25-34,15 days,Website,0.07,Dollar,6.81,Belleville,Arabic,742,4708,3,Health & Wellness,1/22/2021
104129,Buzzster,Email,All Ages,60 days,Instagram,0.04,Yuan Renminbi,4.63,Wujing,Northern Sotho,571,6641,4,Outdoor Adventurers,1/13/2021
106262,Zava,Search,Men 25-34,45 days,Website,0.06,Lek,4.44,Rrapë,Guaraní,809,3109,7,Fashionistas,1/10/2021
184921,Midel,Display,All Ages,15 days,Email,0.09,Lek,5.4,Dajt,Danish,736,7415,5,Tech Enthusiasts,1/21/2021
143722,Katz,Influencer,All Ages,15 days,Website,0.12,Ruble,6.75,Novyye Kuz’minki,Oriya,912,7996,4,Tech Enthusiasts,1/15/2021
84005,Jabbersphere,Email,Men 25-34,15 days,Email,0.09,Quetzal,6.1,Concepción Tutuapa,Punjabi,584,6275,8,Outdoor Adventurers,1/30/2021
129423,Devpoint,Influencer,Women 25-34,45 days,Website,0.03,Yuan Renminbi,4.74,Lidong,Tsonga,922,4215,10,Health & Wellness,1/26/2021
130852,Kare,Display,Men 18-24,45 days,Facebook,0.13,Pound,4.39,Tālīn,Czech,959,4638,6,Outdoor Adventurers,1/25/2021
167270,Camimbo,Influencer,Women 35-44,30 days,Email,0.13,Euro,4.46,Mantes-la-Jolie,Aymara,470,7727,8,Fashionistas,1/9/2021
112034,Blogspan,Influencer,Men 18-24,15 days,Google Ads,0.13,Krona,2.56,Åtvidaberg,Malagasy,471,2463,9,Fashionistas,1/12/2021
175020,Brightbean,Influencer,Women 35-44,15 days,Google Ads,0.05,Euro,5.34,Loúros,Dutch,552,6532,3,Outdoor Adventurers,1/5/2021
186169,Meetz,Display,All Ages,30 days,Facebook,0.1,Peso,6.74,Lusacan,Portuguese,579,5951,5,Foodies,1/12/2021
73263,Fanoodle,Display,Women 25-34,45 days,Google Ads,0.04,Dinar,6.56,Al Metlaoui,Dari,819,5855,10,Foodies,1/8/2021
121777,Oyoyo,Search,Men 18-24,30 days,Youtube,0.05,Yuan Renminbi,3.37,Wu’an,Lao,811,3984,9,Foodies,1/6/2021
145236,Twitterlist,Email,Men 25-34,15 days,Website,0.12,Euro,2.64,Athy,New Zealand Sign Language,855,6874,10,Tech Enthusiasts,1/15/2021
123372,Ozu,Display,Women 25-34,60 days,Youtube,0.03,Naira,7.22,Boje,Croatian,687,1661,6,Foodies,1/5/2021
104456,Quatz,Search,Women 35-44,60 days,Website,0.09,Franc,5.58,Kandi,Maltese,902,8118,9,Health & Wellness,1/14/2021
105879,Vimbo,Email,Women 25-34,60 days,Facebook,0.03,Ruble,4.05,Mesyagutovo,Burmese,364,6183,8,Fashionistas,1/17/2021
71389,Edgeclub,Email,Women 25-34,60 days,Instagram,0.06,Yuan Renminbi,5.28,Jiuxi,English,645,2768,7,Tech Enthusiasts,1/12/2021
140323,Kamba,Email,Men 25-34,60 days,Email,0.03,Peso,3.84,Miguel Hidalgo,Chinese,640,7833,3,Foodies,1/11/2021
182512,Quinu,Email,Women 35-44,60 days,Instagram,0.09,Zloty,5.52,Gryfino,Gujarati,873,2787,5,Health & Wellness,1/23/2021
174573,Oba,Search,All Ages,60 days,Youtube,0.08,Peso,4.96,Baclayon,Danish,398,8626,3,Tech Enthusiasts,1/6/2021
99929,Oodoo,Influencer,Men 25-34,60 days,Email,0.02,Zloty,5.9,Rudnik,Georgian,744,1736,10,Outdoor Adventurers,1/29/2021
134110,Chatterbridge,Influencer,Women 25-34,45 days,Google Ads,0.08,Real,5.54,Chã Grande,Persian,977,3338,8,Health & Wellness,1/18/2021
95043,Vinder,Influencer,Men 25-34,60 days,Instagram,0.09,Forint,3.26,Debrecen,Māori,384,3325,9,Health & Wellness,1/15/2021
171596,Skynoodle,Search,Men 25-34,45 days,Website,0.04,Yuan Renminbi,4.34,Qiantang,Tamil,850,6167,5,Foodies,1/19/2021
72843,Quaxo,Email,Men 25-34,15 days,Instagram,0.09,Rupiah,3.98,Nangkapayung,Papiamento,425,1958,7,Health & Wellness,1/27/2021
86589,Eimbee,Email,Men 18-24,45 days,Google Ads,0.05,Yen,2.6,Hanyū,Czech,606,5530,4,Fashionistas,1/15/2021
181146,Vinte,Influencer,Men 18-24,60 days,Facebook,0.03,Yen,3.51,Ueda,Hindi,892,5788,6,Health & Wellness,1/16/2021
104816,Livetube,Email,All Ages,45 days,Website,0.11,Euro,6.37,Pristina,Macedonian,560,5228,6,Tech Enthusiasts,1/3/2021
90930,Jaloo,Influencer,Men 25-34,60 days,Youtube,0.07,Krona,2.97,Hisings Kärra,Northern Sotho,815,1649,10,Tech Enthusiasts,1/17/2021
148221,Kwideo,Influencer,Men 18-24,45 days,Email,0.02,Euro,3.85,Metz,Fijian,445,3319,9,Fashionistas,1/11/2021
75019,Oyondu,Display,Women 25-34,45 days,Youtube,0.11,Kwanza,3.07,Luau,Dari,525,2541,6,Fashionistas,1/3/2021
92662,Mudo,Influencer,Men 18-24,45 days,Website,0.11,Yuan Renminbi,3.62,Xinji,Bislama,532,7437,7,Outdoor Adventurers,1/27/2021
175229,Eare,Display,All Ages,60 days,Google Ads,0.1,Yuan Renminbi,2.59,Ning’er,Pashto,522,6116,8,Foodies,1/14/2021
150344,Photobean,Search,Men 18-24,15 days,Facebook,0.1,Ruble,4.12,Stanovoye,Haitian Creole,961,8213,4,Health & Wellness,1/25/2021
88687,Realblab,Email,Women 35-44,45 days,Google Ads,0.08,Dollar,3.88,Maniwaki,Dari,399,5997,5,Health & Wellness,1/4/2021
158307,Janyx,Search,Women 25-34,60 days,Instagram,0.03,Rupiah,6.38,Puunage,Hiri Motu,958,2911,4,Tech Enthusiasts,1/13/2021
92090,Oyoloo,Email,Men 18-24,30 days,Website,0.09,Yuan Renminbi,4.9,Hai’an,Hebrew,459,4291,9,Health & Wellness,1/19/2021
135128,Quatz,Email,Women 35-44,60 days,Facebook,0.05,Yuan Renminbi,4.3,Hanyuan,New Zealand Sign Language,872,4569,4,Fashionistas,1/6/2021
110663,Kanoodle,Influencer,All Ages,60 days,Email,0.06,Yuan Renminbi,4.08,Lujiao,Italian,784,2142,7,Foodies,1/28/2021
94428,BlogXS,Search,Men 25-34,30 days,Instagram,0.1,Yuan Renminbi,3.02,Shihuiyao,Gagauz,959,3674,6,Fashionistas,1/7/2021
97887,Twitternation,Email,All Ages,45 days,Email,0.06,Peso,4.21,Cali,Irish Gaelic,645,2476,3,Outdoor Adventurers,1/16/2021
124936,Divanoodle,Display,Women 35-44,45 days,Instagram,0.1,Ruble,4.8,Turets-Bayary,Persian,937,7756,3,Outdoor Adventurers,1/22/2021
147722,Shuffletag,Search,All Ages,15 days,Facebook,0.12,Peso,7.36,Magisterial,Papiamento,801,7346,10,Outdoor Adventurers,1/27/2021
164307,Feedmix,Display,Men 18-24,60 days,Facebook,0.11,Yuan Renminbi,3.49,Shuqiao,Finnish,483,4900,10,Health & Wellness,1/30/2021
155384,Centizu,Search,Men 25-34,60 days,Website,0.07,Peso,3.98,Las Toscas,West Frisian,847,1751,9,Health & Wellness,1/24/2021
186260,Skiptube,Search,Women 35-44,60 days,Youtube,0.03,Peso,2.97,Peña,Dzongkha,598,5715,7,Foodies,1/13/2021
108158,Zoomcast,Search,Men 25-34,45 days,Facebook,0.03,Yuan Renminbi,4.74,Hujiagou,Kazakh,951,5777,5,Fashionistas,1/19/2021
176941,Gabtune,Influencer,Women 35-44,15 days,Google Ads,0.05,Rupiah,6.48,Panimbang,Ndebele,753,2297,4,Health & Wellness,1/11/2021
99694,JumpXS,Display,Men 25-34,45 days,Instagram,0.04,Peso,7.1,Río Bueno,Latvian,551,8241,7,Outdoor Adventurers,1/9/2021
92524,Livetube,Display,Women 35-44,60 days,Email,0.03,Euro,7.49,Mestre,Norwegian,733,1765,8,Tech Enthusiasts,1/26/2021
164869,Thoughtstorm,Email,Men 18-24,30 days,Google Ads,0.04,Rupiah,3.28,Ringinrejo,Fijian,643,4467,6,Foodies,1/11/2021
124423,Feedfish,Search,Men 18-24,60 days,Youtube,0.06,Peso,3.16,Fraile Pintado,Malay,625,5168,4,Fashionistas,1/9/2021
168842,Skinte,Email,All Ages,30 days,Facebook,0.09,Ruble,4.13,Yazykovo,Armenian,514,3830,7,Tech Enthusiasts,1/30/2021
74087,Oba,Search,All Ages,60 days,Email,0.12,Zloty,3.35,Baranowo,Estonian,849,3252,4,Fashionistas,1/24/2021
110200,Yombu,Display,Men 25-34,15 days,Website,0.04,Yuan Renminbi,6.67,Jinqu,Quechua,990,5382,8,Fashionistas,1/3/2021
140637,Tagpad,Search,Men 25-34,15 days,Email,0.09,Rupiah,3.7,Cibogo,Georgian,640,7401,5,Foodies,1/9/2021
176784,Voomm,Search,Women 25-34,15 days,Google Ads,0.07,Yuan Renminbi,3.78,Boyu,Latvian,780,1733,4,Fashionistas,1/2/2021
105117,Tekfly,Influencer,Men 18-24,15 days,Youtube,0.1,Euro,6.69,Lyon,Maltese,450,4672,10,Foodies,1/23/2021
116567,Zoombox,Influencer,All Ages,60 days,Email,0.06,Yuan Renminbi,5.73,Beiwucha,Georgian,404,3144,10,Foodies,1/20/2021
99579,Fiveclub,Email,Men 18-24,15 days,Website,0.08,Ruble,7.49,Rybinsk,Bislama,783,4439,9,Health & Wellness,1/13/2021
85035,Yotz,Search,All Ages,15 days,Facebook,0.03,Yuan Renminbi,6.46,Zhaigang,Moldovan,941,4594,10,Foodies,1/17/2021
133964,Oyonder,Influencer,Women 35-44,45 days,Facebook,0.02,Euro,3.63,Zwolle,German,793,3615,8,Tech Enthusiasts,1/2/2021
160729,Youspan,Influencer,All Ages,30 days,Email,0.09,Real,6.33,Carlos Barbosa,Finnish,542,1788,4,Fashionistas,1/10/2021
141281,Realmix,Search,Women 25-34,15 days,Website,0.13,Rupiah,2.92,Krajan Tambakrejo,Dzongkha,968,2079,7,Health & Wellness,1/21/2021
143488,Zooxo,Display,Men 25-34,45 days,Website,0.08,Yuan Renminbi,6.03,Jinze,Gagauz,708,6368,8,Fashionistas,1/7/2021
95045,Topicware,Email,Men 25-34,15 days,Youtube,0.1,Rupiah,4.66,Warungpeuteuy,Punjabi,801,8065,5,Fashionistas,1/7/2021
92310,Dynava,Display,Men 18-24,30 days,Facebook,0.03,Pound,6.67,Bi’r al ‘Abd,Indonesian,558,7556,7,Foodies,1/4/2021
112691,Nlounge,Email,Men 18-24,45 days,Google Ads,0.11,Rupiah,5.36,Pakalongan,Romanian,940,6926,8,Outdoor Adventurers,1/16/2021
139480,Youspan,Email,Women 35-44,15 days,Website,0.05,Peso,6.85,Tariji,West Frisian,442,5641,9,Fashionistas,1/18/2021
144999,Dazzlesphere,Influencer,Men 18-24,15 days,Facebook,0.06,Yuan Renminbi,4.41,Ruilin,Oriya,442,8913,3,Foodies,1/20/2021
180189,Flashset,Search,All Ages,60 days,Google Ads,0.1,Euro,3.89,Palma De Mallorca,Tamil,850,8651,3,Fashionistas,1/18/2021
111830,Ozu,Search,Women 35-44,15 days,Email,0.03,Peso,6.95,Bani,Bislama,591,4618,8,Tech Enthusiasts,1/25/2021
126997,Devcast,Search,Women 35-44,60 days,Email,0.03,Peso,3.97,Bagombong,Nepali,827,8895,8,Fashionistas,1/1/2021
98495,Ntag,Email,Women 25-34,15 days,Website,0.12,Yen,2.76,Ōmura,Tetum,642,5034,3,Foodies,1/16/2021
184888,Avavee,Email,Women 35-44,60 days,Instagram,0.04,Euro,4.18,Outeiro,Icelandic,741,2727,6,Foodies,1/26/2021
95235,Yambee,Search,Men 25-34,30 days,Youtube,0.05,Ruble,2.66,Nizhnedevitsk,Tajik,601,6277,5,Outdoor Adventurers,1/5/2021
158935,Vipe,Influencer,Women 25-34,30 days,Youtube,0.03,Lempira,4.99,Santiago Puringla,Swati,878,7322,10,Foodies,1/23/2021
180108,Flipbug,Influencer,Women 25-34,15 days,Facebook,0.05,Yuan Renminbi,4.42,Yanshou,Greek,915,1955,7,Health & Wellness,1/26/2021
76995,Talane,Email,All Ages,45 days,Google Ads,0.04,Peso,5.24,Jacinto Arauz,Montenegrin,903,7548,9,Health & Wellness,1/1/2021
149303,Roodel,Search,Men 25-34,30 days,Youtube,0.06,Zloty,5.67,Czarnocin,Somali,832,4071,6,Outdoor Adventurers,1/29/2021
170466,Leexo,Email,Men 18-24,45 days,Facebook,0.09,Dollar,3.83,Belleville,Papiamento,486,3188,6,Outdoor Adventurers,1/3/2021
116372,Innojam,Influencer,Women 35-44,45 days,Facebook,0.1,Somoni,2.65,Danghara,Lao,370,3170,3,Health & Wellness,1/10/2021
90886,Twimm,Search,Men 25-34,30 days,Youtube,0.07,Rupiah,5.1,Mbongawani,Swedish,663,3833,7,Tech Enthusiasts,1/3/2021
109120,Browsetype,Search,Men 18-24,15 days,Youtube,0.04,Ruble,5.12,Kamensk-Shakhtinskiy,West Frisian,800,6747,7,Foodies,1/1/2021
156016,Jabberstorm,Influencer,Men 25-34,60 days,Facebook,0.07,Sol,2.9,Tiabaya,Afrikaans,525,4844,8,Outdoor Adventurers,1/21/2021
70364,Youfeed,Influencer,Men 18-24,60 days,Instagram,0.05,Yuan Renminbi,2.97,Ganjiangtou,Dari,920,4917,4,Tech Enthusiasts,1/16/2021
182728,Omba,Search,Men 25-34,30 days,Facebook,0.12,Yuan Renminbi,6.16,Yangsi,Irish Gaelic,827,8149,4,Tech Enthusiasts,1/24/2021
172797,Voonte,Email,Men 18-24,30 days,Google Ads,0.11,Rupiah,2.93,Akarakar,Icelandic,917,3426,3,Tech Enthusiasts,1/29/2021
125686,Gigazoom,Email,Men 25-34,15 days,Website,0.1,Yen,5.61,Otofuke,Catalan,701,2934,10,Tech Enthusiasts,1/16/2021
89521,Buzzster,Search,Women 35-44,30 days,Youtube,0.06,Yuan Renminbi,3.2,Amgalang,Maltese,768,6026,4,Tech Enthusiasts,1/19/2021
81359,Kwilith,Display,All Ages,60 days,Facebook,0.02,Dollar,3.33,Bulawayo,Mongolian,736,5501,9,Tech Enthusiasts,1/18/2021
98658,DabZ,Display,Women 35-44,60 days,Website,0.06,Yuan Renminbi,4.27,Xazgat,Greek,519,3742,9,Foodies,1/18/2021
173232,Realmix,Email,All Ages,60 days,Google Ads,0.07,Yuan Renminbi,4.15,Huaping,Estonian,682,7554,7,Outdoor Adventurers,1/2/2021
176638,Yacero,Display,Men 18-24,60 days,Youtube,0.04,Krona,3.64,Trollhättan,Nepali,961,5485,6,Foodies,1/13/2021
118918,Edgepulse,Email,Men 25-34,30 days,Instagram,0.09,Krona,7.47,Östersund,Lithuanian,509,8952,10,Foodies,1/22/2021
145748,Gigabox,Display,Women 25-34,45 days,Website,0.09,Rupiah,2.55,Krajan,Amharic,971,4349,3,Outdoor Adventurers,1/5/2021
134475,Minyx,Email,Men 25-34,15 days,Email,0.09,Yuan Renminbi,2.96,Linjiang,West Frisian,662,8891,9,Tech Enthusiasts,1/30/2021
71893,Blogspan,Email,Women 35-44,60 days,Instagram,0.06,Euro,3.85,Funchal,Indonesian,672,7936,8,Health & Wellness,1/11/2021
131170,Midel,Influencer,Women 25-34,45 days,Facebook,0.12,Krona,3.41,Västerås,Icelandic,981,5548,5,Fashionistas,1/5/2021
70604,Tekfly,Display,All Ages,30 days,Email,0.09,Sol,6.98,Aguas Verdes,Korean,806,8536,7,Tech Enthusiasts,1/4/2021
103068,Gabvine,Display,Women 25-34,45 days,Facebook,0.05,Yuan Renminbi,5.71,Zhongxing,Kurdish,681,7790,5,Foodies,1/21/2021
114243,Flashdog,Influencer,Women 25-34,60 days,Facebook,0.04,Peso,3.29,Lazaro Cardenas,Marathi,889,8887,7,Foodies,1/2/2021
178473,Bubblemix,Display,Men 18-24,15 days,Website,0.11,Peso,3.44,Santa Cruz,Malayalam,693,2454,6,Tech Enthusiasts,1/19/2021
177773,Podcat,Display,Women 35-44,45 days,Youtube,0.1,Rupiah,5.92,Klatakan,Tajik,516,2047,6,Outdoor Adventurers,1/19/2021
167207,Realcube,Display,Men 18-24,15 days,Google Ads,0.02,Rupiah,3.59,Pancoran,West Frisian,602,6193,7,Fashionistas,1/3/2021
120461,Omba,Email,Women 25-34,15 days,Instagram,0.13,Euro,7.53,Casal da Anja,Croatian,514,2719,9,Outdoor Adventurers,1/22/2021
